AreaInPixels,Perimeter,MajorAxis,MinorAxis,Eccentricity,ExtentRatio,Circularity,r_IntensityMean,r_IntensityMax,r_IntensityMin,r_IntensityStd,r_IntensityEntropy,r_IntensityEnergy,r_IntensitySkewness,r_IntensityKurtosis,r_GradientMean,r_GradientStd,r_GradientEntropy,r_GradientEnergy,r_GradientSkewness,r_GradientKurtosis,r_CannyNonZero,r_CannyMean,r_cytoIntensityMean,r_cytoIntensityMax,r_cytoIntensityMin,r_cytoIntensityStd,r_cytoIntensityEntropy,r_cytoIntensityEnergy,r_cytoIntensitySkewness,r_cytoIntensityKurtosis,r_cytoGradientMean,r_cytoGradientStd,r_cytoGradientEntropy,r_cytoGradientEnergy,r_cytoGradientSkewness,r_cytoGradientKurtosis,r_cytoCannyNonZero,r_cytoCannyMean,b_IntensityMean,b_IntensityMax,b_IntensityMin,b_IntensityStd,b_IntensityEntropy,b_IntensityEnergy,b_IntensitySkewness,b_IntensityKurtosis,b_GradientMean,b_GradientStd,b_GradientEntropy,b_GradientEnergy,b_GradientSkewness,b_GradientKurtosis,b_CannyNonZero,b_CannyMean,b_cytoIntensityMean,b_cytoIntensityMax,b_cytoIntensityMin,b_cytoIntensityStd,b_cytoIntensityEntropy,b_cytoIntensityEnergy,b_cytoIntensitySkewness,b_cytoIntensityKurtosis,b_cytoGradientMean,b_cytoGradientStd,b_cytoGradientEntropy,b_cytoGradientEnergy,b_cytoGradientSkewness,b_cytoGradientKurtosis,b_cytoCannyNonZero,b_cytoCannyMean,objID,NumberOfPixels,PhysicalSize,NumberOfPixelsOnBorder,FeretDiameter,PrincipalMoments0,PrincipalMoments1,Elongation,Perimeter,Roundness,EquivalentSphericalRadius,EquivalentSphericalPerimeter,EquivalentEllipsoidDiameter0,EquivalentEllipsoidDiameter1,Flatness,MeanR,MeanG,MeanB,StdR,StdG,StdB,Polygon
294,86.9117,38.8514,9.89556,0.967019,0.432353,0.489104,112.721,155,70,17.4856,5.8488,0.0207321,0.126499,2.68133,12.2891,7.05672,4.6591,0.0444259,0.640319,2.64171,58,50.3061,170.124,227,107,21.041,6.29926,0.0145635,-0.167799,2.58893,10.2599,6.40326,4.49907,0.0523784,1.06147,3.99887,190,59.9629,100.844,123,75,8.58428,4.955,0.040423,0.0430504,3.57583,5.02041,2.87014,3.40258,0.104632,0.516423,2.60979,84,72.8571,115.744,146,92,8.24276,5.03939,0.0351406,0.181214,3.11266,5.01238,2.57748,3.31494,0.116579,0.761275,3.68014,254,80.1609,859,294,294,0,0,6.0368,94.2562,3.95141,82.3974,0.737675,9.67384,60.7825,9.73314,38.4596,3.95141,112.721,58.0646,100.844,17.4856,9.17549,8.58428,[65464:52881.5:65463:52881.5:65462:52881.5:65461:52881.5:65460:52881.5:65459:52881.5:65458.5:52881:65458:52880.5:65457.5:52880:65457:52879.5:65456.5:52879:65457:52878.5:65457.5:52878:65457.5:52877:65458:52876.5:65458.5:52876:65459:52875.5:65459.5:52875:65460:52874.5:65460.5:52874:65461:52873.5:65461.5:52873:65462:52872.5:65463:52872.5:65463.5:52872:65464:52871.5:65465:52871.5:65465.5:52871:65466:52870.5:65467:52870.5:65467.5:52870:65468:52869.5:65469:52869.5:65469.5:52869:65470:52868.5:65471:52868.5:65471.5:52868:65472:52867.5:65473:52867.5:65473.5:52867:65474:52866.5:65475:52866.5:65475.5:52866:65476:52865.5:65477:52865.5:65477.5:52865:65478:52864.5:65479:52864.5:65479.5:52864:65480:52863.5:65481:52863.5:65481.5:52863:65482:52862.5:65483:52862.5:65484:52862.5:65484.5:52862:65485:52861.5:65485.5:52862:65486:52862.5:65487:52862.5:65488:52862.5:65488.5:52863:65489:52863.5:65489.5:52864:65490:52864.5:65490.5:52865:65490.5:52866:65490.5:52867:65490.5:52868:65490:52868.5:65489.5:52869:65489:52869.5:65488.5:52870:65488:52870.5:65487:52870.5:65486:52870.5:65485.5:52871:65485:52871.5:65484:52871.5:65483.5:52872:65483:52872.5:65482.5:52873:65482:52873.5:65481:52873.5:65480:52873.5:65479.5:52874:65479:52874.5:65478:52874.5:65477:52874.5:65476.5:52875:65476:52875.5:65475.5:52876:65475:52876.5:65474:52876.5:65473.5:52877:65473:52877.5:65472:52877.5:65471.5:52878:65471:52878.5:65470:52878.5:65469:52878.5:65468.5:52879:65468:52879.5:65467:52879.5:65466.5:52880:65466:52880.5:65465:52880.5:65464.5:52881:65464:52881.5]
367,104.024,49.5342,9.74179,0.98047,0.309966,0.426192,117.798,157,78,15.4639,5.81956,0.0204842,0.135844,2.53906,10.5967,5.94212,4.36726,0.0552012,1.03287,5.07185,89,61.8392,170.481,226,106,23.0038,6.34562,0.0147693,-0.669613,2.90325,9.58916,5.96795,4.38632,0.0565142,1.32567,5.83658,217,57.7007,103.221,125,84,8.28135,5.00498,0.0350957,0.194487,2.418,4.72207,2.86654,3.33557,0.121636,1.22047,4.82205,101,70.1771,118.649,177,90,13.149,5.63814,0.0246488,0.772302,4.32842,5.65693,4.02859,3.70737,0.0962692,1.41024,5.01148,295,78.4411,915,367,367,0,0,5.84807,153.269,5.11942,98.6213,0.6886,10.8083,67.9107,9.55383,48.9101,5.11942,117.798,59.7166,103.221,15.4639,7.53964,8.28135,[65381:53034.5:65380.5:53034:65380:53033.5:65379:53033.5:65378.5:53033:65378:53032.5:65377.5:53032:65377.5:53031:65377.5:53030:65378:53029.5:65378.5:53029:65378.5:53028:65379:53027.5:65379.5:53027:65380:53026.5:65380.5:53026:65381:53025.5:65381.5:53025:65382:53024.5:65382.5:53024:65383:53023.5:65383.5:53023:65384:53022.5:65384.5:53022:65385:53021.5:65386:53021.5:65386.5:53021:65387:53020.5:65387.5:53020:65388:53019.5:65388.5:53019:65389:53018.5:65389.5:53018:65390:53017.5:65390.5:53017:65391:53016.5:65391.5:53016:65392:53015.5:65392.5:53015:65393:53014.5:65393.5:53014:65394:53013.5:65394.5:53013:65395:53012.5:65395.5:53012:65396:53011.5:65396.5:53011:65397:53010.5:65397.5:53010:65398:53009.5:65398.5:53009:65399:53008.5:65400:53008.5:65400.5:53008:65401:53007.5:65401.5:53007:65402:53006.5:65402.5:53006:65403:53005.5:65404:53005.5:65404.5:53005:65405:53004.5:65406:53004.5:65406.5:53004:65407:53003.5:65408:53003.5:65409:53003.5:65409.5:53003:65410:53002.5:65411:53002.5:65412:53002.5:65412.5:53003:65413:53003.5:65413.5:53004:65414:53004.5:65414.5:53005:65414.5:53006:65414.5:53007:65414.5:53008:65414:53008.5:65413.5:53009:65413:53009.5:65412.5:53010:65412:53010.5:65411.5:53011:65411:53011.5:65410:53011.5:65409.5:53012:65409:53012.5:65408.5:53013:65408:53013.5:65407.5:53014:65407:53014.5:65406:53014.5:65405.5:53015:65405:53015.5:65404.5:53016:65404:53016.5:65403.5:53017:65403:53017.5:65402.5:53018:65402:53018.5:65401.5:53019:65401:53019.5:65400.5:53020:65400:53020.5:65399.5:53021:65399:53021.5:65398.5:53022:65398:53022.5:65397:53022.5:65396.5:53023:65396:53023.5:65395.5:53024:65395:53024.5:65394:53024.5:65393.5:53025:65393:53025.5:65392.5:53026:65392:53026.5:65391.5:53027:65391:53027.5:65390:53027.5:65389.5:53028:65389:53028.5:65388.5:53029:65388:53029.5:65387.5:53030:65387:53030.5:65386.5:53031:65386:53031.5:65385.5:53032:65385:53032.5:65384:53032.5:65383.5:53033:65383:53033.5:65382:53033.5:65381.5:53034:65381:53034.5]
1058,205.439,82.8704,24.8521,0.953973,0.496248,0.315015,116.729,218,39,30.5107,6.69872,0.0115458,0.679608,3.67118,11.6219,7.81368,4.76691,0.0431709,1.08071,4.27311,237,57.1219,180.967,233,108,26.5373,6.60673,0.0113841,-0.311491,2.1716,10.0034,6.44258,4.48522,0.0535801,1.14613,4.24287,293,63.5332,104.744,186,63,20.6416,5.92231,0.0228237,1.38089,4.41489,7.20888,5.30478,4.0903,0.0741868,1.28669,4.50012,271,65.3166,135.656,207,74,24.4724,6.45114,0.0128462,0.277675,2.23188,7.15986,4.24424,3.94522,0.0772349,1.21417,5.44206,346,75.0255,945,1058,1058,44,0,38.5184,429.135,3.33782,194.768,0.592012,18.3513,115.305,20.0894,67.0547,3.33782,116.729,66.4792,104.744,30.5107,24.0901,20.6416,[65535:53158.5:65534:53158.5:65533.5:53158:65533:53157.5:65532:53157.5:65531:53157.5:65530:53157.5:65529.5:53157:65529:53156.5:65528:53156.5:65527.5:53156:65527:53155.5:65526:53155.5:65525.5:53155:65525:53154.5:65524.5:53154:65524:53153.5:65523.5:53153:65523:53152.5:65522.5:53152:65522:53151.5:65521.5:53151:65521:53150.5:65520.5:53150:65520:53149.5:65519.5:53149:65519:53148.5:65518.5:53148:65518:53147.5:65517.5:53147:65517:53146.5:65516.5:53146:65516:53145.5:65515.5:53145:65515:53144.5:65514.5:53144:65514.5:53143:65514:53142.5:65513.5:53142:65513:53141.5:65512.5:53141:65512.5:53140:65512.5:53139:65512:53138.5:65511.5:53138:65511:53137.5:65510.5:53137:65510.5:53136:65510.5:53135:65510.5:53134:65510.5:53133:65510.5:53132:65510.5:53131:65510:53130.5:65509.5:53130:65509.5:53129:65509.5:53128:65509.5:53127:65509.5:53126:65510:53125.5:65510.5:53125:65510.5:53124:65511:53123.5:65511.5:53123:65512:53122.5:65512.5:53122:65513:53121.5:65513.5:53121:65514:53120.5:65515:53120.5:65515.5:53120:65516:53119.5:65517:53119.5:65518:53119.5:65518.5:53119:65519:53118.5:65519.5:53118:65519.5:53117:65520:53116.5:65520.5:53116:65520.5:53115:65520.5:53114:65520.5:53113:65520.5:53112:65520.5:53111:65520.5:53110:65520.5:53109:65520.5:53108:65520:53107.5:65519.5:53107:65519.5:53106:65520:53105.5:65520.5:53105:65520.5:53104:65520.5:53103:65520.5:53102:65520.5:53101:65520.5:53100:65520.5:53099:65520.5:53098:65520.5:53097:65520.5:53096:65520.5:53095:65520.5:53094:65520.5:53093:65520.5:53092:65520.5:53091:65521:53090.5:65521.5:53090:65521.5:53089:65522:53088.5:65522.5:53088:65523:53087.5:65523.5:53087:65524:53086.5:65524.5:53086:65525:53085.5:65525.5:53085:65526:53084.5:65526.5:53084:65527:53083.5:65528:53083.5:65528.5:53083:65529:53082.5:65529.5:53082:65530:53081.5:65530.5:53081:65531:53080.5:65531.5:53080:65532:53079.5:65532.5:53079:65533:53078.5:65533.5:53078:65534:53077.5:65534.5:53077:65535:53076.5:65535:53092.5:65534:53092.5:65533:53092.5:65532.5:53093:65532:53093.5:65531:53093.5:65530:53093.5:65529:53093.5:65528.5:53094:65528:53094.5:65527.5:53095:65527.5:53096:65527:53096.5:65526.5:53097:65526.5:53098:65526.5:53099:65526.5:53100:65526:53100.5:65525.5:53101:65525.5:53102:65525.5:53103:65525.5:53104:65525.5:53105:65525.5:53106:65525.5:53107:65525.5:53108:65526:53108.5:65526.5:53109:65526.5:53110:65526.5:53111:65526.5:53112:65526.5:53113:65526.5:53114:65527:53114.5:65527.5:53115:65527.5:53116:65527.5:53117:65527.5:53118:65528:53118.5:65528.5:53119:65528.5:53120:65528.5:53121:65528.5:53122:65529:53122.5:65529.5:53123:65530:53123.5:65530.5:53124:65531:53124.5:65531.5:53125:65532:53125.5:65533:53125.5:65534:53125.5:65534.5:53126:65535:53126.5:65535:53141.5:65534.5:53142:65534.5:53143:65534.5:53144:65534.5:53145:65535:53145.5]
453,106.953,47.7174,13.1868,0.961057,0.380672,0.497645,109.121,161,74,16.7891,5.93859,0.0185421,0.341675,2.55762,10.3709,5.81003,4.43532,0.0514646,0.568872,2.67941,79,44.4702,171.045,255,109,28.714,6.70847,0.0110431,0.361447,2.87441,10.6326,6.4759,4.52575,0.0510831,0.89916,3.34334,222,58.4211,100.355,129,85,8.52703,4.98506,0.0358902,0.598208,2.87215,4.74393,2.79557,3.36605,0.111043,0.705789,2.86358,102,57.4172,129.469,188,91,19.2306,6.13251,0.0170305,0.533381,2.99037,6.47781,4.18703,3.87011,0.0802089,0.903696,3.16838,234,61.5789,953,453,453,0,0,10.7848,142.226,3.63147,101.398,0.744088,12.0081,75.4491,12.6027,45.7663,3.63147,109.121,57.0773,100.355,16.7891,8.55631,8.52704,[64607:53134.5:64606:53134.5:64605.5:53134:64605:53133.5:64604:53133.5:64603.5:53133:64603:53132.5:64602.5:53132:64602.5:53131:64602.5:53130:64602.5:53129:64603:53128.5:64603.5:53128:64603.5:53127:64604:53126.5:64604.5:53126:64605:53125.5:64605.5:53125:64606:53124.5:64606.5:53124:64607:53123.5:64607.5:53123:64608:53122.5:64608.5:53122:64609:53121.5:64609.5:53121:64610:53120.5:64611:53120.5:64611.5:53120:64612:53119.5:64613:53119.5:64613.5:53119:64614:53118.5:64615:53118.5:64615.5:53118:64616:53117.5:64617:53117.5:64617.5:53117:64618:53116.5:64618.5:53116:64619:53115.5:64619.5:53115:64620:53114.5:64620.5:53114:64621:53113.5:64621.5:53113:64622:53112.5:64622.5:53112:64622.5:53111:64623:53110.5:64623.5:53110:64624:53109.5:64624.5:53109:64624.5:53108:64625:53107.5:64625.5:53107:64625.5:53106:64626:53105.5:64626.5:53105:64627:53104.5:64627.5:53104:64628:53103.5:64628.5:53103:64629:53102.5:64629.5:53102:64630:53101.5:64631:53101.5:64632:53101.5:64632.5:53101:64633:53100.5:64633.5:53101:64634:53101.5:64635:53101.5:64635.5:53102:64636:53102.5:64636.5:53103:64637:53103.5:64637.5:53104:64637.5:53105:64637.5:53106:64637.5:53107:64637:53107.5:64636.5:53108:64636.5:53109:64636:53109.5:64635.5:53110:64635.5:53111:64635:53111.5:64634.5:53112:64634.5:53113:64634:53113.5:64633.5:53114:64633:53114.5:64632.5:53115:64632:53115.5:64631.5:53116:64631.5:53117:64631:53117.5:64630.5:53118:64630.5:53119:64630:53119.5:64629.5:53120:64629:53120.5:64628.5:53121:64628:53121.5:64627.5:53122:64627:53122.5:64626.5:53123:64626:53123.5:64625.5:53124:64625:53124.5:64624.5:53125:64624:53125.5:64623.5:53126:64623:53126.5:64622.5:53127:64622:53127.5:64621.5:53128:64621:53128.5:64620.5:53129:64620:53129.5:64619:53129.5:64618.5:53130:64618:53130.5:64617:53130.5:64616.5:53131:64616:53131.5:64615:53131.5:64614:53131.5:64613:53131.5:64612:53131.5:64611.5:53132:64611:53132.5:64610:53132.5:64609.5:53133:64609:53133.5:64608:53133.5:64607.5:53134:64607:53134.5]
383,115.882,54.797,10.1513,0.982691,0.320234,0.358406,112.089,164,79,16.5358,5.88418,0.0187131,0.374906,2.62081,13.1175,6.78728,4.65036,0.0449863,0.557192,3.31124,79,52.5979,174.459,229,90,25.2395,6.47556,0.0140445,-0.88532,3.78466,10.433,6.20593,4.49313,0.0501549,0.639528,2.59,239,58.7705,97.6292,120,80,7.96457,4.90162,0.0379238,0.380909,2.51993,5.04439,2.42713,3.24377,0.121611,0.408408,2.76156,114,75.9008,116.356,150,80,13.1023,5.66938,0.0221384,-0.0462187,2.48018,5.39441,2.99657,3.50032,0.10104,0.754166,3.28116,285,70.082,955,383,383,0,0,6.35726,187.586,5.43207,109.863,0.631469,11.0414,69.3752,9.47484,51.468,5.43207,112.089,55.3107,97.6292,16.5358,8.21004,7.96457,[64110:53140.5:64109:53140.5:64108:53140.5:64107:53140.5:64106:53140.5:64105:53140.5:64104:53140.5:64103.5:53140:64103:53139.5:64102.5:53139:64102:53138.5:64101.5:53138:64101.5:53137:64101.5:53136:64102:53135.5:64102.5:53135:64103:53134.5:64103.5:53134:64104:53133.5:64105:53133.5:64105.5:53133:64106:53132.5:64107:53132.5:64107.5:53132:64108:53131.5:64109:53131.5:64109.5:53131:64110:53130.5:64111:53130.5:64111.5:53130:64112:53129.5:64113:53129.5:64114:53129.5:64114.5:53129:64115:53128.5:64116:53128.5:64117:53128.5:64117.5:53128:64118:53127.5:64119:53127.5:64120:53127.5:64121:53127.5:64121.5:53127:64122:53126.5:64123:53126.5:64124:53126.5:64124.5:53126:64125:53125.5:64126:53125.5:64127:53125.5:64127.5:53125:64128:53124.5:64129:53124.5:64130:53124.5:64130.5:53124:64131:53123.5:64131.5:53123:64132:53122.5:64132.5:53122:64133:53121.5:64133.5:53121:64134:53120.5:64135:53120.5:64135.5:53120:64136:53119.5:64136.5:53119:64137:53118.5:64137.5:53118:64138:53117.5:64139:53117.5:64139.5:53117:64140:53116.5:64140.5:53116:64141:53115.5:64142:53115.5:64143:53115.5:64143.5:53115:64144:53114.5:64145:53114.5:64146:53114.5:64146.5:53115:64147:53115.5:64147.5:53116:64147.5:53117:64147.5:53118:64147:53118.5:64146.5:53119:64146:53119.5:64145.5:53120:64145:53120.5:64144.5:53121:64144:53121.5:64143.5:53122:64143:53122.5:64142.5:53123:64142:53123.5:64141.5:53124:64141:53124.5:64140:53124.5:64139.5:53125:64139:53125.5:64138.5:53126:64138:53126.5:64137.5:53127:64137:53127.5:64136.5:53128:64136:53128.5:64135.5:53129:64135:53129.5:64134.5:53130:64134:53130.5:64133.5:53131:64133:53131.5:64132.5:53132:64132:53132.5:64131:53132.5:64130.5:53133:64130:53133.5:64129:53133.5:64128:53133.5:64127:53133.5:64126:53133.5:64125:53133.5:64124:53133.5:64123.5:53134:64123:53134.5:64122:53134.5:64121.5:53135:64121:53135.5:64120.5:53136:64120:53136.5:64119.5:53137:64119:53137.5:64118:53137.5:64117.5:53138:64117:53138.5:64116:53138.5:64115.5:53139:64115:53139.5:64114:53139.5:64113:53139.5:64112:53139.5:64111:53139.5:64110.5:53140:64110:53140.5]
424,127.439,61.8187,9.75485,0.987471,0.270408,0.328075,118.571,164,68,18.827,6.09665,0.0167987,-0.2778,2.63016,12.8632,5.90092,4.50678,0.0481043,0.0768801,2.28153,133,79.9882,170.098,247,94,23.0943,6.4277,0.0142329,-0.103232,3.74367,8.83989,5.79528,4.32617,0.0610197,1.03335,3.68284,250,57.0215,105.057,139,83,9.51719,5.13559,0.034632,0.180623,3.63443,5.36321,2.86161,3.43241,0.104975,0.564473,2.73846,135,81.191,119.453,158,91,12.7113,5.50481,0.0275105,0.894528,3.48197,4.81932,2.84977,3.36967,0.11682,1.26047,5.41142,347,79.1458,957,424,424,0,0,5.86398,238.764,6.38099,120.819,0.604159,11.6174,72.9941,9.19801,58.6924,6.38099,118.571,60.8962,105.057,18.827,9.53165,9.51719,[64285:53148.5:64284:53148.5:64283:53148.5:64282:53148.5:64281.5:53148:64281:53147.5:64280.5:53147:64280:53146.5:64279.5:53146:64279.5:53145:64279.5:53144:64279.5:53143:64280:53142.5:64280.5:53142:64281:53141.5:64281.5:53141:64282:53140.5:64282.5:53140:64283:53139.5:64283.5:53139:64284:53138.5:64285:53138.5:64285.5:53138:64286:53137.5:64286.5:53137:64287:53136.5:64287.5:53136:64288:53135.5:64288.5:53135:64289:53134.5:64289.5:53134:64290:53133.5:64291:53133.5:64292:53133.5:64292.5:53133:64293:53132.5:64293.5:53132:64294:53131.5:64295:53131.5:64295.5:53131:64296:53130.5:64296.5:53130:64297:53129.5:64297.5:53129:64298:53128.5:64298.5:53128:64299:53127.5:64299.5:53127:64300:53126.5:64301:53126.5:64301.5:53126:64302:53125.5:64303:53125.5:64303.5:53125:64304:53124.5:64305:53124.5:64306:53124.5:64306.5:53124:64307:53123.5:64308:53123.5:64308.5:53123:64309:53122.5:64310:53122.5:64310.5:53122:64311:53121.5:64312:53121.5:64313:53121.5:64314:53121.5:64314.5:53121:64315:53120.5:64316:53120.5:64317:53120.5:64317.5:53120:64318:53119.5:64318.5:53119:64319:53118.5:64320:53118.5:64321:53118.5:64321.5:53118:64322:53117.5:64323:53117.5:64323.5:53117:64324:53116.5:64325:53116.5:64326:53116.5:64327:53116.5:64327.5:53117:64328:53117.5:64328.5:53118:64328.5:53119:64328.5:53120:64328:53120.5:64327.5:53121:64327:53121.5:64326.5:53122:64326:53122.5:64325.5:53123:64325:53123.5:64324.5:53124:64324:53124.5:64323:53124.5:64322.5:53125:64322:53125.5:64321:53125.5:64320.5:53126:64320:53126.5:64319.5:53127:64319:53127.5:64318:53127.5:64317:53127.5:64316.5:53128:64316:53128.5:64315:53128.5:64314:53128.5:64313.5:53129:64313:53129.5:64312:53129.5:64311.5:53130:64311:53130.5:64310:53130.5:64309.5:53131:64309:53131.5:64308.5:53132:64308:53132.5:64307:53132.5:64306.5:53133:64306:53133.5:64305:53133.5:64304.5:53134:64304:53134.5:64303:53134.5:64302.5:53135:64302:53135.5:64301.5:53136:64301:53136.5:64300:53136.5:64299.5:53137:64299:53137.5:64298.5:53138:64298:53138.5:64297:53138.5:64296.5:53139:64296:53139.5:64295.5:53140:64295:53140.5:64294.5:53141:64294:53141.5:64293.5:53142:64293:53142.5:64292.5:53143:64292:53143.5:64291.5:53144:64291:53144.5:64290.5:53145:64290:53145.5:64289.5:53146:64289:53146.5:64288:53146.5:64287.5:53147:64287:53147.5:64286:53147.5:64285.5:53148:64285:53148.5]
284,73.0122,30.143,12.1538,0.91511,0.584362,0.66948,115.665,146,100,9.85551,5.11247,0.0334507,0.681373,2.89479,6.82394,3.90792,3.83718,0.0811099,0.725944,2.9197,21,18.8556,168.452,214,104,24.4889,6.32432,0.0149714,-0.505141,2.14043,9.42356,6.20095,4.43874,0.0528337,0.717085,2.78306,184,65.8064,97.2289,113,88,4.46115,4.00334,0.0762498,0.890294,3.87579,2.87676,1.55723,2.55807,0.195571,0.887836,4.07869,62,55.669,110.576,131,86,7.36583,4.86825,0.0399179,0.183707,2.92315,4.06031,2.50453,3.16856,0.128295,0.953613,3.82751,227,81.1851,958,284,284,0,0,9.14884,56.7041,2.48957,69.2199,0.863044,9.50789,59.7398,12.0518,30.0038,2.48957,115.665,53.9085,97.2289,9.85551,5.85975,4.46115,[64024:53135.5:64023:53135.5:64022:53135.5:64021.5:53135:64021:53134.5:64020:53134.5:64019.5:53134:64019:53133.5:64018.5:53133:64018:53132.5:64017.5:53132:64017.5:53131:64017.5:53130:64017.5:53129:64018:53128.5:64018.5:53128:64018.5:53127:64019:53126.5:64019.5:53126:64020:53125.5:64021:53125.5:64021.5:53125:64022:53124.5:64022.5:53124:64023:53123.5:64024:53123.5:64024.5:53123:64025:53122.5:64026:53122.5:64027:53122.5:64027.5:53122:64028:53121.5:64029:53121.5:64029.5:53121:64030:53120.5:64031:53120.5:64031.5:53120:64032:53119.5:64033:53119.5:64034:53119.5:64034.5:53119:64035:53118.5:64036:53118.5:64037:53118.5:64037.5:53118:64038:53117.5:64039:53117.5:64040:53117.5:64041:53117.5:64041.5:53118:64042:53118.5:64042.5:53119:64043:53119.5:64043.5:53120:64044:53120.5:64044.5:53121:64044.5:53122:64044.5:53123:64044.5:53124:64044:53124.5:64043.5:53125:64043:53125.5:64042.5:53126:64042:53126.5:64041.5:53127:64041:53127.5:64040.5:53128:64040:53128.5:64039.5:53129:64039:53129.5:64038:53129.5:64037:53129.5:64036.5:53130:64036:53130.5:64035:53130.5:64034.5:53131:64034:53131.5:64033:53131.5:64032.5:53132:64032:53132.5:64031:53132.5:64030.5:53133:64030:53133.5:64029:53133.5:64028:53133.5:64027.5:53134:64027:53134.5:64026:53134.5:64025:53134.5:64024.5:53135:64024:53135.5]
145,55.598,24.9164,7.66709,0.95148,0.453125,0.589467,130.166,162,101,12.3484,5.26209,0.030107,0.174318,2.63606,10.4966,5.37186,4.27423,0.0596908,0.304627,2.42941,37,65.069,169.567,202,115,18.7198,5.93909,0.0200781,-0.768178,2.75157,7.03846,3.95588,3.88166,0.0775103,0.856389,3.83738,121,51.597,115.083,133,99,6.59833,4.57678,0.0494174,0.00760049,2.94045,4.64138,2.3538,3.1493,0.125707,0.512438,2.50057,51,89.6897,119.179,139,96,8.6585,5.08942,0.0327961,-0.00313253,2.51131,4.06689,2.11513,3.02968,0.140217,0.620458,2.97463,201,85.7107,959,145,145,0,0,3.59068,38.7185,3.28376,52.7102,0.809831,6.79374,42.6863,7.49814,24.6221,3.28376,130.166,69.0621,115.083,12.3484,7.91961,6.59833,[64918:53136.5:64917:53136.5:64916:53136.5:64915.5:53136:64915:53135.5:64914.5:53135:64914:53134.5:64913.5:53134:64913.5:53133:64914:53132.5:64914.5:53132:64915:53131.5:64915.5:53131:64916:53130.5:64916.5:53130:64917:53129.5:64917.5:53129:64918:53128.5:64918.5:53128:64919:53127.5:64919.5:53127:64920:53126.5:64920.5:53126:64921:53125.5:64921.5:53125:64922:53124.5:64923:53124.5:64923.5:53124:64924:53123.5:64924.5:53123:64925:53122.5:64925.5:53122:64926:53121.5:64927:53121.5:64927.5:53121:64928:53120.5:64929:53120.5:64930:53120.5:64931:53120.5:64932:53120.5:64932.5:53121:64933:53121.5:64933.5:53122:64933.5:53123:64933.5:53124:64933.5:53125:64933:53125.5:64932.5:53126:64932:53126.5:64931.5:53127:64931:53127.5:64930:53127.5:64929.5:53128:64929:53128.5:64928.5:53129:64928:53129.5:64927:53129.5:64926.5:53130:64926:53130.5:64925.5:53131:64925:53131.5:64924:53131.5:64923.5:53132:64923:53132.5:64922.5:53133:64922:53133.5:64921.5:53134:64921:53134.5:64920.5:53135:64920:53135.5:64919:53135.5:64918.5:53136:64918:53136.5]
71,33.2132,12.028,7.65937,0.771032,0.645455,0.80881,126.789,151,115,7.93089,4.568,0.0486015,0.816593,3.39347,6.16901,3.13538,3.43647,0.108907,0.929333,3.86818,9,32.3239,156.61,211,104,22.0549,6.25324,0.0147936,-0.253461,2.10223,7.65012,4.18943,3.98061,0.0693403,0.421914,2.52502,104,62.695,105.563,122,87,7.5912,4.5278,0.0537592,-0.489899,2.77465,3.83099,2.36754,3.00565,0.144614,0.83859,2.95953,19,68.2394,108.061,153,86,11.8164,5.39633,0.0269772,0.800741,3.73147,4.43262,2.49815,3.2059,0.12562,1.02971,4.5285,130,78.3688,962,71,71,0,0,3.58329,8.95867,1.58118,31.4881,0.94861,4.75395,29.8699,7.56125,11.9557,1.58118,126.789,61.3944,105.563,7.93089,4.75448,7.5912,[64574:53140.5:64573:53140.5:64572:53140.5:64571:53140.5:64570.5:53140:64570:53139.5:64569.5:53139:64569:53138.5:64568.5:53138:64568.5:53137:64569:53136.5:64569.5:53136:64569.5:53135:64570:53134.5:64570.5:53134:64571:53133.5:64572:53133.5:64572.5:53133:64573:53132.5:64573.5:53132:64574:53131.5:64575:53131.5:64575.5:53131:64576:53130.5:64576.5:53131:64577:53131.5:64578:53131.5:64578.5:53132:64579:53132.5:64579.5:53133:64579.5:53134:64579.5:53135:64579:53135.5:64578.5:53136:64578.5:53137:64578:53137.5:64577.5:53138:64577:53138.5:64576.5:53139:64576:53139.5:64575:53139.5:64574.5:53140:64574:53140.5]
