case_id,image_width,image_height,mpp_x,mpp_y,patch_min_x_pixel,patch_min_y_pixel,patch_size,patch_polygon_area,percent_nuclear_material,tumorFlag,grayscale_patch_mean,grayscale_patch_std,hematoxylin_patch_mean,hematoxylin_patch_std,grayscale_segment_mean,grayscale_segment_std,hematoxylin_segment_mean,hematoxylin_segment_std,flatness_segment_mean,flatness_segment_std,perimeter_segment_mean,perimeter_segment_std,circularity_segment_mean,circularity_segment_std,r_GradientMean_segment_mean,r_GradientMean_segment_std,b_GradientMean_segment_mean,b_GradientMean_segment_std,r_cytoIntensityMean_segment_mean,r_cytoIntensityMean_segment_std,b_cytoIntensityMean_segment_mean,b_cytoIntensityMean_segment_std,elongation_segment_mean,elongation_segment_std,datetime,patch_index,tile_minx,tile_miny,user
PC_058_0_1,162239,86955,0.2464,0.2464,33792,58368,512,12254,4.674530029,tumor,167.969223,36.63556702,19.93045044,8.483690203,n/a,n/a,n/a,n/a,1.487073846,0.631868093,59.67767981,21.56753505,0.840668058,0.102092178,14.38451481,3.529278335,9.812670962,2.739399786,197.3465385,17.31309688,152.8875769,19.02662658,1.487073846,0.631868093,2018-09-17T16:49:05.359Z,6,32768,57344,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,58880,512,29767.625,11.35544777,tumor,163.868721,42.35298193,21.54253769,10.33559309,n/a,n/a,n/a,n/a,1.747261628,0.882717132,83.26096628,80.26027677,0.7706495,0.161667202,15.61139395,3.261916833,10.41134337,2.323982737,198.5828837,13.89075155,158.2142907,15.19363036,1.747261628,0.882717132,2018-09-17T16:49:07.927Z,7,32768,57344,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,59392,512,0,0,tumor,158.7717056,43.86608864,21.34673309,10.20833662,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2018-09-17T16:49:10.079Z,8,32768,57344,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,59904,512,26760.25,10.20822525,tumor,171.2445183,40.90961792,20.73396683,9.028348593,n/a,n/a,n/a,n/a,1.553557727,0.638300422,86.05818182,49.86877891,0.782228712,0.158583447,14.85861167,3.199920316,10.27042394,2.131111032,196.6924848,16.75467431,161.6231364,17.4806573,1.553557727,0.638300422,2018-09-17T17:01:11.568Z,5,32768,59392,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,60416,512,11793.75,4.498958588,tumor,179.65662,38.61430599,18.29815292,7.773627821,n/a,n/a,n/a,n/a,1.513439744,0.462014021,67.09484718,27.31097629,0.823625333,0.100989886,14.72123692,4.092107542,9.895257949,2.527237781,194.5786923,20.39440012,156.3367179,20.40566834,1.513439744,0.462014021,2018-09-17T17:01:15.097Z,6,32768,59392,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,60928,512,6883.25,2.625751495,tumor,183.3624802,36.56269366,19.68468857,6.447997873,n/a,n/a,n/a,n/a,1.622832308,0.568336634,63.459325,41.49151026,0.789315769,0.132993513,13.87758192,4.548497038,9.76301,2.774552546,184.9860385,16.19737849,148.3904231,15.05619688,1.622832308,0.568336634,2018-09-17T17:01:18.588Z,7,32768,59392,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,61440,512,0,0,tumor,182.6198616,34.2003848,19.44998932,5.896196918,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2018-09-17T17:01:21.927Z,8,32768,59392,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,61952,512,6096.5,2.325630188,tumor,177.8207626,33.12583631,17.96777344,6.548375142,n/a,n/a,n/a,n/a,1.5825824,0.467336147,61.81832,27.09441281,0.80174936,0.109278291,13.3983108,4.143594508,9.4013992,3.069477495,190.09696,18.33969579,151.5776,19.61454463,1.5825824,0.467336147,2018-09-17T15:42:06.962Z,5,32768,61440,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,62464,512,6823.5,2.602958679,tumor,179.2061882,33.88294098,17.17493439,6.348260145,n/a,n/a,n/a,n/a,1.560976316,0.43241426,74.77168947,44.4401124,0.802494526,0.128631996,12.66039632,3.145463461,8.791153684,2.372802622,188.2466316,20.52238763,149.1562632,22.17995334,1.560976316,0.43241426,2018-09-17T15:42:08.804Z,6,32768,61440,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,62976,512,7623.5,2.90813446,tumor,185.0447121,35.99705509,18.7575531,6.193188157,n/a,n/a,n/a,n/a,2.254861765,1.041324913,94.99001176,105.0698254,0.678856824,0.196226912,13.63218059,4.507243318,10.50445059,4.39319422,189.4071176,12.40479088,152.0971765,17.85335067,2.254861765,1.041324913,2018-09-17T15:42:10.636Z,7,32768,61440,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,63488,512,0,0,tumor,196.9942207,29.34427768,16.72902298,4.053056815,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2018-09-17T15:42:12.385Z,8,32768,61440,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,64000,512,1901,0.72517395,tumor,183.6347351,31.47051562,17.80450439,5.473573222,n/a,n/a,n/a,n/a,2.349787273,0.792205472,55.57212727,12.22519199,0.710693,0.119695879,13.04202909,3.90046752,9.382582727,2.822841646,184.3562727,17.98752742,149.0721818,20.39891942,2.349787273,0.792205472,2018-09-17T16:49:51.662Z,5,32768,63488,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,64512,512,5989.75,2.284908295,tumor,194.720356,38.6232614,19.24416351,6.204795653,n/a,n/a,n/a,n/a,2.168913846,1.234445866,89.07322308,62.11308739,0.721585231,0.187220425,11.13679769,4.091533622,7.877016154,3.727299295,178.4843077,29.84443568,142.4014769,31.95255755,2.168913846,1.234445866,2018-09-17T16:49:53.419Z,6,32768,63488,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,65024,512,11332,4.322814941,tumor,194.729187,36.28775534,16.78126144,6.147908965,n/a,n/a,n/a,n/a,2.26775125,1.132303535,108.6998313,144.8746501,0.692792438,0.213443331,13.09274563,4.84263871,9.466294375,4.348270967,195.4561875,18.13663113,159.7554375,19.41197581,2.26775125,1.132303535,2018-09-17T16:49:55.189Z,7,32768,63488,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,65536,512,0,0,tumor,183.5316238,40.26521714,21.8862381,7.612623681,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2018-09-17T16:49:56.882Z,8,32768,63488,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,66048,512,9987.25,3.809833527,tumor,194.6542511,34.59869193,16.70641327,6.241330345,n/a,n/a,n/a,n/a,1.730396579,0.91397233,64.15539816,32.90839568,0.784142553,0.159931137,13.75952447,3.793101701,9.648548158,2.262035564,196.5432105,14.80123849,165.7793947,16.80928177,1.730396579,0.91397233,2018-09-17T16:35:32.290Z,5,32768,65536,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,66560,512,26739.5,10.20030975,tumor,174.4982033,39.87113676,18.32194138,8.053985774,n/a,n/a,n/a,n/a,1.682902449,0.80023967,87.66434898,96.63587589,0.778168245,0.210211941,13.36456122,3.708748884,9.402469592,2.943229944,189.8608776,19.88762964,157.995449,21.34469073,1.682902449,0.80023967,2018-09-17T16:35:35.138Z,6,32768,65536,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,67072,512,6201.25,2.365589142,tumor,190.3294907,32.9480859,19.80898285,5.944347732,n/a,n/a,n/a,n/a,1.784512759,0.9417602,55.92501034,45.42759337,0.784737724,0.163357721,14.7895369,3.916770607,10.0604231,2.912719503,195.9953448,14.20949746,163.0496897,17.33681506,1.784512759,0.9417602,2018-09-17T16:35:37.886Z,7,32768,65536,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,67584,512,0,0,tumor,193.9201088,34.59802142,18.75680542,5.653876839,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2018-09-17T16:35:40.499Z,8,32768,65536,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,68096,512,13436.5,5.125617981,tumor,187.8372116,38.25562495,18.84119415,6.793660258,n/a,n/a,n/a,n/a,1.672868182,0.653668098,76.7943697,52.14523422,0.776968061,0.146693706,13.30401182,4.213039163,8.766031515,2.811395789,189.0446364,13.17469648,152.8962424,16.23323122,1.672868182,0.653668098,2018-09-17T16:56:11.699Z,5,32768,67584,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,68608,512,7826.75,2.985668182,tumor,192.7619858,33.00590967,18.10212326,5.76860389,n/a,n/a,n/a,n/a,1.451565455,0.361591641,69.05519545,36.22780006,0.825680227,0.074791922,12.63592909,2.69196968,8.854957727,1.844198365,196.3881818,14.40330853,163.2055,17.56995548,1.451565455,0.361591641,2018-09-17T16:56:13.714Z,6,32768,67584,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,69120,512,12292,4.689025879,tumor,195.6527634,33.58653234,15.55813217,6.150060379,n/a,n/a,n/a,n/a,2.166995128,1.580302368,73.55312385,45.61499514,0.750109949,0.235842489,12.74539667,3.429219242,9.234396154,2.191642582,201.2862564,13.19095884,172.5103333,15.65748875,2.166995128,1.580302368,2018-09-17T16:56:15.812Z,7,32768,67584,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,69632,512,0,0,tumor,207.0375938,26.35588621,15.20560074,4.593924274,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2018-09-17T16:56:17.721Z,8,32768,67584,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,70144,512,7076.5,2.69947052,tumor,196.8816147,26.15624052,14.66667557,5.208855646,n/a,n/a,n/a,n/a,2.257364737,2.095409369,85.29228421,42.26329695,0.744015,0.180875429,13.01680368,2.726359997,8.562984737,1.846703117,211.4745263,8.210154224,183.3466842,10.33228888,2.257364737,2.095409369,2018-09-17T16:18:38.314Z,5,32768,69632,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,70656,512,10300.25,3.929233551,tumor,198.9361954,47.62461035,18.99170303,7.456482573,n/a,n/a,n/a,n/a,2.937562778,2.1974169,107.0422461,111.254068,0.638862167,0.263661442,8.670150556,3.686294542,5.609702778,2.060429425,176.6209444,25.4843603,139.8734944,25.88454877,2.937562778,2.1974169,2018-09-17T16:18:39.671Z,6,32768,69632,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,71168,512,186.5,0.071144104,tumor,237.6872139,7.203865355,9.460403442,1.266659895,n/a,n/a,n/a,n/a,1.39114,NaN,53.6985,NaN,0.814943,NaN,13.7594,NaN,8.55615,NaN,210.069,NaN,183.227,NaN,1.39114,NaN,2018-09-17T16:18:40.943Z,7,32768,69632,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,71680,512,0,0,tumor,240.0542641,1.933330448,7.043674469,0.657234459,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2018-09-17T16:18:42.213Z,8,32768,69632,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,72192,512,0,0,tumor,240.8258858,1.502561168,4.02848053,0.56105828,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2018-09-17T16:21:48.372Z,5,32768,71680,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,72704,512,0,0,tumor,241.4824104,1.238772352,3.660511017,0.569462987,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2018-09-17T16:21:48.456Z,6,32768,71680,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,73216,512,0,0,tumor,241.6229553,1.178404505,4.054756165,0.579923663,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2018-09-17T16:21:48.540Z,7,32768,71680,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,33792,73728,512,0,0,tumor,241.6233673,0.931196872,3.352661133,0.68590898,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2018-09-17T16:21:48.624Z,8,32768,71680,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,53760,512,3308,1.261901855,tumor,183.5632172,33.08980953,17.59981918,6.44389841,n/a,n/a,n/a,n/a,1.43942625,0.433322507,53.5217125,14.81457495,0.85457375,0.067059503,18.2233875,4.097112658,13.33830063,3.955608869,214.946,11.80758302,176.089875,14.21332771,1.43942625,0.433322507,2018-09-17T16:03:35.567Z,9,32768,53248,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,54272,512,5328.75,2.032756805,tumor,184.2929726,34.75907112,20.41462708,6.523860669,n/a,n/a,n/a,n/a,1.76314963,0.919384242,54.90008889,21.76624356,0.800119222,0.134682812,15.12205593,4.407831235,10.90320704,3.801776607,202.8138148,14.85864824,165.6385926,14.90122591,1.76314963,0.919384242,2018-09-17T16:03:37.436Z,10,32768,53248,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,54784,512,5607.75,2.139186859,tumor,179.5432625,35.38460663,19.45517349,7.132934768,n/a,n/a,n/a,n/a,1.622282727,1.004177677,49.30037667,24.79228834,0.832772848,0.193410162,15.08713394,5.361335674,10.48088,3.499728351,196.3371515,18.85794823,157.9030303,17.84046372,1.622282727,1.004177677,2018-09-17T16:03:39.331Z,11,32768,53248,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,55296,512,0,0,tumor,176.1805382,33.73298141,18.32121658,7.150951828,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2018-09-17T16:03:41.072Z,12,32768,53248,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,55808,512,4060.25,1.548862457,tumor,175.8998604,31.27667186,17.18486404,6.465580792,n/a,n/a,n/a,n/a,1.636523636,0.505333565,49.10324091,28.08167914,0.832741182,0.132135672,14.244785,4.190251766,9.626021818,2.588852494,194.3544545,15.23247147,152.8120909,13.04315381,1.636523636,0.505333565,2018-09-17T16:24:32.527Z,9,32768,55296,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,56320,512,5334.625,2.03499794,tumor,174.7123413,33.1756549,20.92469788,6.58491149,n/a,n/a,n/a,n/a,2.054440952,1.367823207,79.41425238,65.62503604,0.74306919,0.214957546,12.73688619,3.594007748,8.740870476,2.608390728,192.3302381,17.49020749,152.9052381,17.65939925,2.054440952,1.367823207,2018-09-17T16:24:34.924Z,10,32768,55296,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,56832,512,24370.125,9.29646492,tumor,165.6521301,37.8456994,18.93889236,9.389236447,n/a,n/a,n/a,n/a,1.674235455,0.764524951,74.12595606,38.16759572,0.78814253,0.14171238,14.65085955,3.953814107,9.572948333,2.186151226,192.9501515,15.340806,155.9265303,15.60443735,1.674235455,0.764524951,2018-09-17T16:24:37.539Z,11,32768,55296,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,57344,512,0,0,tumor,176.5720139,38.26565443,19.56116867,8.060165933,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2018-09-17T16:24:39.836Z,12,32768,55296,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,57856,512,11150,4.253387451,tumor,177.9305344,40.51047856,20.9961319,7.530554035,n/a,n/a,n/a,n/a,1.608215789,0.544838203,65.66211316,31.32801806,0.813100395,0.106890811,14.69552132,4.366616229,10.15484289,2.931828521,193.6847895,18.24584286,154.4107105,16.99495486,1.608215789,0.544838203,2018-09-17T16:49:12.428Z,9,32768,57344,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,58368,512,16808.5,6.411933899,tumor,173.8187447,38.85110145,20.44683838,8.499112956,n/a,n/a,n/a,n/a,1.659032941,0.968867897,71.05487059,29.76796051,0.78754602,0.146513053,14.79242039,3.935663632,10.31024588,2.674451367,197.3048627,18.11695876,158.9456471,19.46159219,1.659032941,0.968867897,2018-09-17T16:49:14.832Z,10,32768,57344,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,58880,512,38703.125,14.76407051,tumor,162.282589,45.13728977,22.76664734,10.03972961,n/a,n/a,n/a,n/a,1.526588125,0.437574229,79.8666625,106.9908648,0.802036328,0.139063636,14.00047156,4.56783944,9.759186563,2.878811422,190.9351563,18.45947614,153.8563234,18.75148367,1.526588125,0.437574229,2018-09-17T16:49:17.293Z,11,32768,57344,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,59392,512,0,0,tumor,153.6495476,43.13391867,23.51087189,9.471914641,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2018-09-17T16:49:19.448Z,12,32768,57344,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,59904,512,22158.75,8.452892303,tumor,164.7024345,37.75117498,20.75715256,8.373952564,n/a,n/a,n/a,n/a,1.5569152,0.588196125,99.144964,118.8399142,0.77272698,0.172317577,12.9676804,3.460577185,8.792824,2.102461945,183.2084,16.59080508,147.14516,15.58960932,1.5569152,0.588196125,2018-09-17T17:01:25.504Z,9,32768,59392,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,60416,512,38113,14.53895569,tumor,164.3643036,42.92270647,22.19711685,9.309527519,n/a,n/a,n/a,n/a,1.467863043,0.384027808,95.98855152,188.4502129,0.790445087,0.16962512,14.15394739,4.058577278,9.903608261,2.40083711,187.6751522,18.77450036,152.4802609,19.15819962,1.467863043,0.384027808,2018-09-17T17:01:29.066Z,10,32768,59392,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,60928,512,48759,18.6000824,tumor,153.4414902,43.80739768,26.22885895,10.42292688,n/a,n/a,n/a,n/a,1.591213085,0.526962939,87.21814468,59.11147091,0.789043777,0.141036134,13.9795217,3.284266789,9.636970957,2.395457205,186.1882447,13.33600828,150.7297979,13.98552601,1.591213085,0.526962939,2018-09-17T17:01:32.856Z,11,32768,59392,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,61440,512,0,0,tumor,173.3355331,36.90468275,22.26154327,7.613945141,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2018-09-17T17:01:36.196Z,12,32768,59392,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,61952,512,7129.625,2.719736099,tumor,180.4456673,32.78941432,23.52523422,6.307510996,n/a,n/a,n/a,n/a,2.186686923,1.03142093,68.19446923,30.94501217,0.715066654,0.159851751,13.72536192,3.46805585,10.20910846,2.158202034,194.5109231,15.40456309,157.1456538,16.28163203,2.186686923,1.03142093,2018-09-17T15:42:14.257Z,9,32768,61440,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,62464,512,11417.75,4.35552597,tumor,176.6847992,34.9181114,21.28451538,7.042683224,n/a,n/a,n/a,n/a,1.775065667,0.777835572,74.89560333,38.41877102,0.7584116,0.145193501,12.812664,3.308965061,8.509895667,2.172582658,189.6646333,16.08377445,149.6635667,17.27500466,1.775065667,0.777835572,2018-09-17T15:42:16.153Z,10,32768,61440,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,62976,512,6068.75,2.315044403,tumor,183.0326462,37.17954615,17.92147064,6.671995467,n/a,n/a,n/a,n/a,1.748928421,0.680025095,86.79767,104.2728429,0.781525316,0.193139634,11.69878263,3.267025781,8.691858947,4.342610377,179.095,16.4056901,138.7492105,19.26734255,1.748928421,0.680025095,2018-09-17T15:42:17.994Z,11,32768,61440,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,63488,512,0,0,tumor,191.5603256,33.89195475,16.43296432,4.8386219,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2018-09-17T15:42:19.744Z,12,32768,61440,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,64000,512,3113.75,1.187801361,tumor,185.5275764,33.05752939,18.053936,5.506273471,n/a,n/a,n/a,n/a,1.651139,0.389800981,69.37378,31.68233161,0.7685446,0.126388673,11.537204,2.222118201,7.628772,1.3587336,179.7896,15.45915932,139.4384,17.92862612,1.651139,0.389800981,2018-09-17T16:49:58.620Z,9,32768,63488,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,64512,512,3528.25,1.345920563,tumor,194.6003265,33.54848555,18.14126968,5.080092527,n/a,n/a,n/a,n/a,1.89725375,0.668772743,94.3583625,86.1560364,0.711480875,0.164868778,10.203035,1.41897102,7.31776,2.197118185,176.680125,16.28777042,138.21375,20.36926842,1.89725375,0.668772743,2018-09-17T16:50:00.359Z,10,32768,63488,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,65024,512,15594,5.948638916,tumor,187.8976059,41.67697224,20.37934113,7.262734525,n/a,n/a,n/a,n/a,1.870675556,0.891724287,73.07934222,39.04041444,0.752443556,0.143348419,12.38686022,3.519305471,8.676312889,2.784184933,184.6752,15.69584564,148.0030444,19.03338047,1.870675556,0.891724287,2018-09-17T16:50:02.270Z,11,32768,63488,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,65536,512,0,0,tumor,186.6989632,40.99933087,20.03220367,7.312234502,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2018-09-17T16:50:03.965Z,12,32768,63488,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,66048,512,3996.75,1.52463913,tumor,192.9560699,30.55724079,15.5029335,5.353141783,n/a,n/a,n/a,n/a,1.442754,0.688788832,65.27054333,37.08728584,0.793888333,0.158160904,11.45666,2.065426876,8.551212,2.002496733,191.6526667,18.63235838,157.4862667,17.95492678,1.442754,0.688788832,2018-09-17T16:35:43.179Z,9,32768,65536,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,66560,512,8009.75,3.055477142,tumor,187.1709557,33.46707104,16.99184418,6.183700031,n/a,n/a,n/a,n/a,2.357223333,1.402829869,89.25882381,56.9471885,0.678898143,0.232076538,13.28129381,3.403022307,9.439068095,2.744965059,194.4995238,18.85621535,160.0278571,21.97242303,2.357223333,1.402829869,2018-09-17T16:35:45.888Z,10,32768,65536,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,67072,512,3198.75,1.220226288,tumor,195.2260323,29.99172948,18.48309708,5.341093455,n/a,n/a,n/a,n/a,1.506813684,0.444166155,49.00835263,33.73765387,0.816524368,0.116043303,15.34961947,3.320864594,11.21979263,2.500478897,199.3885789,16.10606209,168.3274211,17.92480354,1.506813684,0.444166155,2018-09-17T16:35:48.588Z,11,32768,65536,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,67584,512,0,0,tumor,189.2636452,36.04511209,16.06710052,6.473995629,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2018-09-17T16:35:51.203Z,12,32768,65536,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,68096,512,8515.5,3.248405457,tumor,193.6163483,34.96364795,16.6219368,6.164446272,n/a,n/a,n/a,n/a,1.818655152,0.758531734,62.85324848,32.36155664,0.764440788,0.14017441,13.81706121,3.82247301,9.813208485,2.897617093,192.5552121,15.93907305,159.8465758,19.05972086,1.818655152,0.758531734,2018-09-17T16:56:19.781Z,9,32768,67584,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,68608,512,5555.25,2.119159698,tumor,190.4368668,28.61784621,15.6207695,5.440128282,n/a,n/a,n/a,n/a,1.746331333,0.762135036,72.90179333,36.78140074,0.788938867,0.106257711,13.31189867,2.63552375,9.308187333,1.927800284,203.0172667,8.742438108,169.3441333,10.0943205,1.746331333,0.762135036,2018-09-17T16:56:21.764Z,10,32768,67584,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,69120,512,13881,5.295181274,tumor,181.7433777,40.06760704,20.32751846,7.660958286,n/a,n/a,n/a,n/a,1.887003846,0.776708648,74.78111538,33.17877501,0.751044359,0.133120027,12.20115282,5.206775805,8.361878718,2.896504273,188.0046769,28.85122357,152.5556051,32.85353616,1.887003846,0.776708648,2018-09-17T16:56:23.860Z,11,32768,67584,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,69632,512,0,0,tumor,165.5354958,51.96720005,23.67873001,9.172095423,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2018-09-17T16:56:25.764Z,12,32768,67584,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,70144,512,7328.25,2.795505524,tumor,133.841011,44.1433063,23.94075394,8.89578625,n/a,n/a,n/a,n/a,2.411245517,1.776719413,67.66406897,37.88981092,0.713462103,0.185073689,8.081824483,2.899710257,5.09439931,2.05885646,153.6016552,34.61001956,110.852769,40.90971437,2.411245517,1.776719413,2018-09-17T16:18:43.654Z,9,32768,69632,dr.rajarsi.gupta
PC_058_0_1,162239,86955,0.2464,0.2464,34304,70656,512,24473.5,9.335899353,tumor,124.5691872,35.0265978,27.54481506,10.07476618,n/a,n/a,n/a,n/a,2.291143714,1.522145172,165.5869171,419.1598722,0.672575663,0.244180523,6.756918571,2.924917758,4.28773,1.44862632,160.5491714,23.37739274,116.5734257,26.07779247,2.291143714,1.522145172,2018-09-17T16:18:45.089Z,10,32768,69632,dr.rajarsi.gupta
